,faceoffWinPct,gamesPlayed,goalsAgainst,goalsAgainstPerGame,goalsFor,goalsForPerGame,losses,otLosses,penaltyKillNetPct,penaltyKillPct,pointPct,points,powerPlayNetPct,powerPlayPct,regulationAndOtWins,seasonId,shotsAgainstPerGame,shotsForPerGame,teamFullName,teamId,ties,wins,winsInRegulation,winsInShootout,faceoffWinPctRS,gamesPlayedRS,goalsAgainstRS,goalsAgainstPerGameRS,goalsForRS,goalsForPerGameRS,lossesRS,otLossesRS,penaltyKillNetPctRS,penaltyKillPctRS,pointPctRS,pointsRS,powerPlayNetPctRS,powerPlayPctRS,regulationAndOtWinsRS,shotsAgainstPerGameRS,shotsForPerGameRS,tiesRS,winsRS,winsInRegulationRS,winsInShootoutRS,playoffScore,last3PlayoffScore,last5PlayoffScore,winRateAgainst500Teams
68,0.551428,5,18,3.6,15,3.0,4,,0.857142,0.821429,0.2,2,0.129032,0.16129,1,20052006,27.2,31.2,Dallas Stars,25,,1,1,0,0.502691,82,217,2.64634,253,3.08536,23,6,0.857142,0.837302,0.68292,112,0.16265,0.176706,41,25.59756,28.4878,,53,38,12,0.0625,0.4375,0.6875,0.3902439024390244
69,0.480712,5,23,4.6,13,2.6,4,,0.666666,0.666667,0.2,2,0.096774,0.129032,1,20052006,31.2,34.2,Tampa Bay Lightning,14,,1,1,0,0.500704,82,256,3.12195,246,3.0,33,6,0.843589,0.815385,0.56097,92,0.144329,0.16701,37,27.56097,31.63414,,43,31,6,0.0625,1.3125,1.3125,0.2926829268292683
70,0.474038,16,36,2.25,46,2.875,7,,0.895833,0.885417,0.5625,18,0.068627,0.107843,9,20052006,26.1875,33.0,Anaheim Ducks,24,,9,7,0,0.507507,82,222,2.70731,251,3.06097,27,12,0.852941,0.835295,0.59756,98,0.154166,0.18125,40,29.64634,31.52439,,43,37,3,0.5625,0.9375,0.9375,0.3048780487804878
71,0.511643,25,60,2.4,73,2.92,9,,0.868613,0.854015,0.64,32,0.224806,0.24031,16,20052006,26.96,28.84,Carolina Hurricanes,12,,16,12,0,0.517214,82,258,3.14634,286,3.4878,22,8,0.856179,0.817978,0.68292,112,0.154425,0.178907,44,30.45121,31.13414,,52,40,8,1.0,0.0,0.9375,0.35365853658536583
72,0.461839,9,21,2.33333,27,3.0,4,,0.844444,0.755556,0.55555,10,0.189655,0.189655,5,20052006,29.44444,25.44444,New Jersey Devils,1,,5,5,0,0.49499,82,225,2.7439,233,2.84146,27,9,0.827586,0.818966,0.61585,101,0.164009,0.177676,37,29.30487,29.20731,,46,33,9,0.3125,1.0625,2.125,0.3048780487804878
73,0.41255,11,29,2.63636,29,2.63636,5,,0.806451,0.806452,0.54545,12,0.125,0.152777,6,20052006,28.63636,31.45454,San Jose Sharks,28,,6,6,0,0.483611,82,235,2.86585,265,3.2317,27,11,0.83208,0.807018,0.60365,99,0.16,0.182,43,26.58536,30.28048,,44,34,1,0.375,0.625,1.1875,0.36585365853658536
74,0.525679,10,29,2.9,36,3.6,5,,0.890909,0.872728,0.5,10,0.196428,0.25,5,20052006,28.9,32.5,Ottawa Senators,9,,5,5,0,0.502689,82,205,2.5,312,3.80487,21,9,0.899159,0.846639,0.68902,113,0.185714,0.208163,50,28.58536,34.28048,,52,48,2,0.3125,0.875,1.3125,0.4024390243902439
75,0.503325,7,17,2.42857,16,2.28571,4,,0.90909,0.863637,0.42857,6,0.116279,0.139534,3,20052006,29.0,25.28571,Calgary Flames,20,,3,2,0,0.504038,82,193,2.35365,216,2.63414,25,11,0.858267,0.84252,0.62804,103,0.167364,0.182008,44,27.57317,28.03658,,46,42,2,0.1875,0.9375,0.9375,0.35365853658536583
76,0.534313,6,19,3.16666,17,2.83333,4,,0.783783,0.783784,0.33333,4,0.2,0.2,2,20052006,26.0,39.66666,Detroit Red Wings,17,,2,1,0,0.528498,82,206,2.51219,301,3.67073,16,8,0.869848,0.854664,0.75609,124,0.199566,0.221258,54,26.58536,34.09756,,58,51,4,0.125,0.375,1.5,0.36585365853658536
77,0.505582,9,31,3.44444,22,2.44444,5,,0.9,0.86,0.44444,8,0.076923,0.096153,4,20052006,33.11111,28.55555,Colorado Avalanche,21,,4,1,0,0.480939,82,251,3.06097,280,3.41463,30,9,0.870246,0.845638,0.57926,95,0.16279,0.18816,40,29.45121,30.04878,,43,37,3,0.25,0.5625,2.25,0.2804878048780488
78,0.477095,18,49,2.72222,60,3.33333,7,,0.880434,0.826087,0.61111,22,0.141414,0.161616,11,20052006,29.05555,28.05555,Buffalo Sabres,7,,11,6,0,0.496638,82,234,2.85365,276,3.36585,24,6,0.888382,0.865604,0.67073,110,0.1761,0.21174,47,30.51219,30.60975,,52,41,5,0.6875,0.0,0.4375,0.3902439024390244
79,0.520618,24,61,2.54166,70,2.91666,9,,0.879746,0.86076,0.625,30,0.16312,0.170212,15,20052006,31.66666,27.29166,Edmonton Oilers,22,,15,12,0,0.533956,82,242,2.95121,249,3.03658,28,13,0.872384,0.841005,0.57926,95,0.171134,0.181443,34,25.54878,29.78048,,41,28,7,0.9375,0.125,0.25,0.3780487804878049
80,0.495961,10,23,2.3,30,3.0,4,,0.884615,0.884616,0.6,12,0.24074,0.24074,6,20062007,29.2,34.3,New York Rangers,3,,6,5,0,0.499353,82,211,2.57317,233,2.84146,30,10,0.865,0.8375,0.57317,94,0.16995,0.184729,33,28.40243,31.53658,,42,30,9,0.375,0.0,0.0,0.1951219512195122
81,0.505468,21,45,2.14285,58,2.7619,5,,0.884297,0.867769,0.7619,32,0.123809,0.15238,16,20062007,27.57142,30.47619,Anaheim Ducks,24,,16,12,0,0.518502,82,198,2.41463,254,3.09756,20,14,0.860975,0.85122,0.67073,110,0.213567,0.223618,44,27.41463,31.4878,,48,39,4,1.0,0.5625,1.5,0.3048780487804878
82,0.516363,5,12,2.4,9,1.8,4,,0.789473,0.736843,0.2,2,0.037037,0.074074,1,20062007,29.2,28.8,Minnesota Wild,30,,1,1,0,0.476437,82,184,2.2439,225,2.7439,26,8,0.885964,0.85965,0.63414,104,0.168421,0.189473,38,28.79268,29.64634,,48,31,10,0.0625,0.0,0.5,0.2682926829268293
83,0.511759,20,47,2.35,59,2.95,7,,0.90909,0.878788,0.65,26,0.189473,0.189473,13,20062007,25.25,28.65,Ottawa Senators,9,,13,11,0,0.5028,82,216,2.63414,286,3.4878,25,9,0.888324,0.845178,0.64024,105,0.148883,0.17866,46,30.2317,32.32926,,48,44,2,0.8125,0.5,1.625,0.24390243902439024
84,0.468468,4,17,4.25,6,1.5,4,,0.791666,0.791667,0.0,0,0.058823,0.058823,0,20062007,35.75,24.75,Atlanta Thrashers,11,,0,0,0,0.529376,82,241,2.93902,239,2.91463,28,11,0.820971,0.797954,0.59146,97,0.140049,0.164619,36,31.4878,29.7317,,43,29,7,0.0,0.0,0.0,0.21951219512195122
85,0.460526,5,18,3.6,10,2.0,4,,0.75,0.75,0.2,2,0.142857,0.142857,1,20062007,30.2,22.0,Pittsburgh Penguins,5,,1,1,0,0.469841,82,240,2.92682,267,3.25609,24,11,0.854415,0.821003,0.64024,105,0.174946,0.203023,37,30.85365,28.85365,,47,31,10,0.0625,0.0,0.0,0.23170731707317074
86,0.527331,5,17,3.4,11,2.2,4,,0.833333,0.833334,0.2,2,0.105263,0.105263,1,20062007,32.4,26.8,New York Islanders,2,,1,1,0,0.516447,82,235,2.86585,240,2.92682,30,12,0.833718,0.817552,0.56097,92,0.155172,0.181034,32,32.58536,29.9878,,40,30,8,0.0625,0.0625,0.3125,0.21951219512195122
87,0.453608,6,18,3.0,10,1.66666,4,,0.894736,0.868422,0.33333,4,0.117647,0.17647,2,20062007,42.5,21.5,Calgary Flames,20,,2,2,0,0.483857,82,221,2.69512,255,3.10975,29,10,0.840579,0.804348,0.58536,96,0.169576,0.182044,40,30.51219,27.34146,,43,38,3,0.125,1.125,1.125,0.2682926829268293
88,0.496855,11,27,2.45454,25,2.27272,5,,0.829787,0.829788,0.54545,12,0.035087,0.070175,6,20062007,29.45454,27.90909,San Jose Sharks,28,,6,5,0,0.5106,82,197,2.40243,256,3.12195,26,5,0.854545,0.833334,0.65243,107,0.214634,0.22439,49,26.20731,28.60975,,51,48,2,0.375,1.0,1.4375,0.2804878048780488
89,0.531539,18,35,1.94444,48,2.66666,8,,0.912087,0.868132,0.55555,20,0.165048,0.184466,10,20062007,24.72222,34.66666,Detroit Red Wings,17,,10,8,0,0.536363,82,191,2.32926,252,3.07317,19,13,0.875,0.845589,0.68902,113,0.143216,0.170854,48,24.63414,33.79268,,50,45,2,0.625,0.5,1.5,0.2926829268292683
90,0.494613,16,39,2.4375,44,2.75,7,,0.813333,0.813334,0.5625,18,0.113636,0.125,9,20062007,30.625,29.875,Buffalo Sabres,7,,9,8,0,0.514026,82,238,2.90243,298,3.63414,22,7,0.834196,0.813472,0.68902,113,0.142506,0.174447,43,31.0,29.4756,,53,38,10,0.5625,0.6875,0.6875,0.2926829268292683
91,0.49696,11,29,2.63636,30,2.72727,6,,0.826086,0.826087,0.45454,10,0.16,0.2,5,20062007,30.27272,28.81818,New Jersey Devils,1,,5,3,0,0.490114,82,193,2.35365,206,2.51219,24,9,0.867158,0.852399,0.65243,107,0.147138,0.177111,39,28.43902,28.70731,,49,36,10,0.3125,0.375,1.5,0.25609756097560976
92,0.470297,12,26,2.16666,21,1.75,7,,0.894736,0.894737,0.41666,10,0.059701,0.059701,5,20062007,36.5,32.16666,Vancouver Canucks,23,,5,2,0,0.492369,82,197,2.40243,217,2.64634,26,7,0.880733,0.869267,0.64024,105,0.152334,0.17199,44,29.2439,29.32926,,49,32,5,0.3125,0.1875,0.75,0.3048780487804878
93,0.488023,6,19,3.16666,14,2.33333,4,,0.785714,0.75,0.33333,4,0.153846,0.153846,2,20062007,28.16666,28.0,Tampa Bay Lightning,14,,2,2,0,0.489068,82,259,3.15853,243,2.96341,33,5,0.829508,0.783607,0.56707,93,0.15508,0.184491,34,27.2439,29.4878,,44,29,10,0.125,1.0625,1.375,0.24390243902439024
94,0.471698,5,16,3.2,14,2.8,4,,0.966666,0.933334,0.2,2,0.136363,0.136363,1,20062007,32.6,26.8,Nashville Predators,18,,1,1,0,0.503412,82,207,2.52439,266,3.2439,23,8,0.878552,0.857882,0.67073,110,0.169117,0.174019,45,31.2317,27.57317,,51,42,6,0.0625,0.1875,0.1875,0.23170731707317074
95,0.537473,7,13,1.85714,12,1.71428,4,,0.921052,0.921053,0.42857,6,0.1,0.1,3,20062007,33.0,34.28571,Dallas Stars,25,,3,2,0,0.500782,82,193,2.35365,217,2.64634,25,7,0.851458,0.843502,0.65243,107,0.17096,0.185011,41,25.40243,28.0,,50,35,9,0.1875,0.125,0.5,0.32926829268292684
96,0.545667,22,41,1.86363,72,3.27272,6,,0.918367,0.857143,0.72727,32,0.188679,0.188679,16,20072008,23.63636,36.5,Detroit Red Wings,17,,16,15,0,0.532691,82,179,2.18292,252,3.07317,21,7,0.854341,0.840337,0.70121,115,0.189258,0.207161,49,23.53658,34.39024,,54,47,5,1.0,0.75,1.125,0.2804878048780488
97,0.509971,17,54,3.17647,52,3.05882,8,,0.786666,0.76,0.52941,18,0.194029,0.22388,9,20072008,31.88235,29.94117,Philadelphia Flyers,4,,9,7,0,0.493061,82,227,2.76829,245,2.9878,29,11,0.865979,0.832475,0.57926,95,0.202597,0.218181,39,31.81707,28.76829,,42,36,3,0.5625,0.125,1.1875,0.25609756097560976
98,0.529255,13,32,2.46153,30,2.30769,7,,0.795454,0.75,0.46153,12,0.142857,0.142857,6,20072008,25.6923,31.92307,San Jose Sharks,28,,6,5,0,0.511748,82,187,2.28048,216,2.63414,23,10,0.880645,0.858065,0.65853,108,0.163101,0.187165,43,24.15853,29.60975,,49,40,6,0.375,0.75,1.375,0.24390243902439024
99,0.475675,6,17,2.83333,12,2.0,4,,0.884615,0.884616,0.33333,4,0.043478,0.086956,2,20072008,40.33333,24.0,Nashville Predators,18,,2,2,0,0.505037,82,224,2.7317,227,2.76829,32,9,0.874626,0.853732,0.55487,91,0.120111,0.148044,38,29.75609,29.57317,,41,33,3,0.125,0.125,0.25,0.23170731707317074
100,0.464285,7,19,2.71428,17,2.42857,4,,0.806451,0.806452,0.42857,6,0.272727,0.272727,3,20072008,32.71428,23.14285,Calgary Flames,20,,3,3,0,0.495246,82,224,2.7317,226,2.75609,30,10,0.838046,0.814911,0.57317,94,0.144886,0.167613,39,28.4756,28.2439,,42,36,3,0.1875,0.3125,1.25,0.2682926829268293
101,0.490109,7,23,3.28571,20,2.85714,4,,0.777777,0.777778,0.42857,6,0.228571,0.228571,3,20072008,34.71428,31.14285,Washington Capitals,15,,3,3,0,0.511618,82,227,2.76829,238,2.90243,31,8,0.819484,0.805158,0.57317,94,0.164739,0.187861,39,27.54878,30.95121,,43,32,4,0.1875,0.0,0.125,0.25609756097560976
102,0.487179,10,33,3.3,26,2.6,6,,0.795454,0.772728,0.4,8,0.125,0.208333,4,20072008,35.1,28.6,Colorado Avalanche,21,,4,3,0,0.477864,82,216,2.63414,224,2.7317,31,7,0.820598,0.813954,0.57926,95,0.131343,0.146268,37,27.28048,28.64634,,44,33,7,0.25,0.25,0.8125,0.2804878048780488
103,0.456071,18,41,2.27777,45,2.5,8,,0.828947,0.828948,0.55555,20,0.155555,0.2,10,20072008,28.44444,27.16666,Dallas Stars,25,,10,7,0,0.504049,82,204,2.4878,237,2.89024,30,7,0.892655,0.855933,0.59146,97,0.158192,0.18079,40,26.06097,26.67073,,45,37,5,0.625,0.25,0.6875,0.2926829268292683
104,0.495305,7,19,2.71428,15,2.14285,4,,0.939393,0.909091,0.42857,6,0.1,0.1,3,20072008,31.57142,28.57142,Boston Bruins,6,,3,2,0,0.491381,82,215,2.62195,206,2.51219,29,12,0.813253,0.786145,0.57317,94,0.156739,0.175548,35,30.46341,28.52439,,41,32,6,0.1875,0.0,0.25,0.2073170731707317
105,0.49544,6,20,3.33333,13,2.16666,4,,0.736842,0.736843,0.33333,4,0.208333,0.208333,2,20072008,31.33333,23.0,Anaheim Ducks,24,,2,2,0,0.501621,82,184,2.2439,197,2.40243,27,8,0.85049,0.830883,0.62195,102,0.146814,0.166204,39,28.04878,27.32926,,47,35,8,0.125,1.5625,2.5,0.2682926829268293
106,0.506872,10,27,2.7,31,3.1,5,,0.8125,0.791667,0.5,10,0.166666,0.166666,5,20072008,28.8,29.5,New York Rangers,3,,5,5,0,0.522979,82,190,2.31707,205,2.5,27,13,0.857142,0.845482,0.59146,97,0.148648,0.164864,34,25.90243,31.45121,,42,30,8,0.3125,0.375,0.375,0.3170731707317073
107,0.533596,4,16,4.0,5,1.25,4,,0.73913,0.739131,0.0,0,0.076923,0.076923,0,20072008,40.25,28.0,Ottawa Senators,9,,0,0,0,0.516588,82,242,2.95121,258,3.14634,31,8,0.857894,0.810527,0.57317,94,0.164634,0.182926,40,29.95121,30.13414,,43,37,3,0.0,1.125,2.0,0.21951219512195122
108,0.507331,6,17,2.83333,12,2.0,4,,0.866666,0.8,0.33333,4,0.095238,0.142857,2,20072008,30.16666,33.33333,Minnesota Wild,30,,2,0,0,0.472987,82,210,2.56097,220,2.68292,28,10,0.860606,0.851516,0.59756,98,0.159763,0.189349,41,30.10975,27.04878,,44,35,3,0.125,0.0625,0.5625,0.21951219512195122
109,0.523026,5,19,3.8,12,2.4,4,,0.764705,0.764706,0.2,2,0.166666,0.208333,1,20072008,30.0,28.8,New Jersey Devils,1,,1,0,0,0.503966,82,193,2.35365,198,2.41463,29,7,0.847133,0.828026,0.60365,99,0.134375,0.15625,38,27.52439,28.80487,,46,31,8,0.0625,0.625,1.6875,0.3048780487804878
110,0.471713,20,43,2.15,61,3.05,6,,0.882352,0.870589,0.7,28,0.206521,0.22826,14,20072008,30.6,29.7,Pittsburgh Penguins,5,,14,12,0,0.461062,82,212,2.58536,240,2.92682,27,8,0.82633,0.809524,0.62195,102,0.177248,0.203703,40,30.76829,27.67073,,47,39,7,0.875,0.0625,0.0625,0.2804878048780488
111,0.504761,12,35,2.91666,33,2.75,7,,0.863636,0.84091,0.41666,10,0.10909,0.145454,5,20072008,27.75,33.16666,Montréal Canadiens,8,,5,3,0,0.489873,82,216,2.63414,257,3.13414,25,10,0.847953,0.824562,0.63414,104,0.23262,0.240641,42,31.57317,29.06097,,47,37,5,0.3125,0.125,0.375,0.2073170731707317
112,0.483775,6,21,3.5,16,2.66666,4,,0.708333,0.708334,0.33333,4,0.111111,0.111111,2,20082009,29.16666,29.33333,Calgary Flames,20,,2,2,0,0.512638,82,246,3.0,251,3.06097,30,6,0.851002,0.833811,0.59756,98,0.128491,0.170391,43,29.76829,32.2317,,46,40,3,0.125,0.5,1.4375,0.14634146341463414
113,0.443298,6,18,3.0,16,2.66666,4,,0.90625,0.875,0.33333,4,0.133333,0.133333,2,20082009,33.33333,32.33333,Philadelphia Flyers,4,,2,2,0,0.48334,82,232,2.82926,260,3.17073,27,11,0.870229,0.829517,0.60365,99,0.221518,0.224683,40,32.53658,29.76829,,44,34,4,0.125,0.6875,1.375,0.2682926829268293
114,0.484352,24,64,2.66666,79,3.29166,8,,0.845238,0.833334,0.66666,32,0.185567,0.206185,16,20082009,28.95833,32.54166,Pittsburgh Penguins,5,,16,13,0,0.490967,82,233,2.84146,258,3.14634,28,9,0.847262,0.82709,0.60365,99,0.136111,0.172222,39,30.29268,29.03658,,45,33,6,1.0,0.9375,0.9375,0.2926829268292683
115,0.51282,4,18,4.5,7,1.75,4,,0.681818,0.681819,0.0,0,0.230769,0.230769,0,20082009,35.0,27.5,Columbus Blue Jackets,29,,0,0,0,0.51207,82,223,2.71951,220,2.68292,31,10,0.84393,0.82081,0.56097,92,0.090062,0.127329,35,27.81707,28.90243,,41,30,6,0.0,0.0,0.0,0.2682926829268293
116,0.526232,10,28,2.8,30,3.0,4,,0.823529,0.82353,0.6,12,0.227272,0.25,6,20082009,30.6,26.3,Vancouver Canucks,23,,6,5,0,0.51862,82,213,2.59756,243,2.96341,27,10,0.832884,0.814017,0.60975,100,0.173669,0.187675,42,29.17073,28.4756,,45,37,3,0.375,0.3125,0.5,0.18292682926829268
117,0.546228,14,38,2.71428,41,2.92857,7,,0.830769,0.8,0.5,14,0.211538,0.211538,7,20082009,30.14285,28.28571,Washington Capitals,15,,7,6,0,0.516649,82,240,2.92682,268,3.26829,24,8,0.824289,0.806202,0.65853,108,0.219584,0.252225,46,29.4878,33.51219,,50,40,4,0.4375,0.1875,0.1875,0.3048780487804878
118,0.489177,4,17,4.25,6,1.5,4,,0.75,0.75,0.0,0,0.0,0.0,0,20082009,32.5,27.75,Montréal Canadiens,8,,0,0,0,0.508764,82,240,2.92682,242,2.95121,30,11,0.851351,0.824325,0.56707,93,0.163101,0.192513,34,31.70731,30.01219,,41,30,7,0.0,0.4375,0.6875,0.24390243902439024
119,0.537302,23,48,2.08695,76,3.30434,8,,0.746478,0.732395,0.65217,30,0.226804,0.237113,15,20082009,28.13043,36.30434,Detroit Red Wings,17,,15,13,0,0.550679,82,240,2.92682,289,3.52439,21,10,0.801223,0.782875,0.68292,112,0.243626,0.254957,45,27.7317,36.15853,,51,42,6,0.9375,1.75,2.125,0.25609756097560976
120,0.462686,7,19,2.71428,11,1.57142,4,,0.818181,0.818182,0.42857,6,0.096774,0.129032,3,20082009,30.85714,23.71428,New York Rangers,3,,3,3,0,0.508467,82,212,2.58536,200,2.43902,30,9,0.905775,0.87842,0.57926,95,0.098265,0.138728,33,29.67073,32.41463,,43,30,10,0.1875,0.6875,0.6875,0.25609756097560976
121,0.519685,11,22,2.0,34,3.0909,4,,0.888888,0.888889,0.63636,14,0.116279,0.139534,7,20082009,29.45454,29.90909,Boston Bruins,6,,7,7,0,0.509829,82,190,2.31707,270,3.29268,19,10,0.849673,0.82353,0.70731,116,0.214057,0.236421,49,30.79268,30.26829,,53,46,4,0.4375,0.1875,0.375,0.2804878048780488
122,0.505025,7,17,2.42857,15,2.14285,4,,0.931034,0.931035,0.42857,6,0.111111,0.111111,3,20082009,34.14285,34.57142,New Jersey Devils,1,,3,2,0,0.512603,82,207,2.52439,238,2.90243,27,4,0.836419,0.799383,0.64634,106,0.175895,0.188925,45,29.45121,32.90243,,51,36,6,0.1875,0.6875,0.75,0.2804878048780488
123,0.487106,18,52,2.88888,42,2.33333,10,,0.901408,0.887324,0.44444,16,0.1,0.1,8,20082009,32.16666,31.66666,Carolina Hurricanes,12,,8,5,0,0.513074,82,221,2.69512,236,2.87804,30,7,0.830564,0.803987,0.59146,97,0.163101,0.187165,42,29.5,32.62195,,45,35,3,0.5,1.0,1.0,0.23170731707317074
124,0.493414,17,54,3.17647,54,3.17647,8,,0.8,0.784616,0.52941,18,0.264705,0.279411,9,20082009,29.94117,29.82352,Chicago Blackhawks,16,,9,6,0,0.480937,82,209,2.54878,260,3.17073,24,12,0.836363,0.806061,0.63414,104,0.176308,0.192837,42,28.58536,32.71951,,46,36,4,0.5625,0.0,0.0,0.21951219512195122
125,0.507598,6,18,3.0,10,1.66666,4,,0.782608,0.782609,0.33333,4,0.166666,0.166666,2,20082009,26.0,38.33333,San Jose Sharks,28,,2,1,0,0.537859,82,199,2.42682,251,3.06097,18,11,0.872549,0.833334,0.71341,117,0.211111,0.241666,47,27.17073,33.17073,,53,43,6,0.125,1.125,1.75,0.23170731707317074
126,0.475352,4,11,2.75,5,1.25,4,,0.777777,0.777778,0.0,0,0.041666,0.041666,0,20082009,30.0,32.75,St. Louis Blues,19,,0,0,0,0.490683,82,227,2.76829,227,2.76829,31,10,0.865546,0.837536,0.56097,92,0.182336,0.205128,35,28.54878,27.69512,,41,31,6,0.0,0.0,0.0625,0.18292682926829268
127,0.460835,13,32,2.46153,35,2.6923,6,,0.8,0.8,0.53846,14,0.26,0.26,7,20082009,40.92307,26.84615,Anaheim Ducks,24,,7,6,0,0.49805,82,235,2.86585,238,2.90243,33,7,0.812987,0.797403,0.55487,91,0.210355,0.236245,35,30.4756,30.25609,,42,30,7,0.4375,1.6875,1.6875,0.15853658536585366
128,0.470909,19,57,3.0,46,2.42105,10,,0.857142,0.845239,0.47368,18,0.123287,0.164383,9,20092010,33.73684,26.68421,Montréal Canadiens,8,,9,8,0,0.497063,82,218,2.65853,210,2.56097,33,10,0.842443,0.829582,0.53658,88,0.187739,0.21839,32,32.12195,28.60975,,39,24,7,0.5625,0.3125,0.4375,0.14634146341463414
129,0.525065,6,24,4.0,19,3.16666,4,,0.75,0.75,0.33333,4,0.272727,0.318181,2,20092010,36.66666,28.83333,Ottawa Senators,9,,2,1,0,0.49333,82,233,2.84146,220,2.68292,32,6,0.861635,0.842768,0.57317,94,0.155172,0.168965,39,28.53658,29.70731,,44,34,5,0.125,0.8125,1.125,0.1951219512195122
130,0.570786,7,20,2.85714,22,3.14285,4,,0.866666,0.8,0.42857,6,0.030303,0.030303,3,20092010,27.71428,41.71428,Washington Capitals,15,,3,2,0,0.51512,82,227,2.76829,313,3.81707,15,13,0.800632,0.787975,0.7378,121,0.226837,0.252396,49,30.91463,32.84146,,54,43,5,0.1875,0.625,0.625,0.21951219512195122
131,0.485868,13,38,2.92307,42,3.23076,6,,0.744186,0.720931,0.53846,14,0.245614,0.263157,7,20092010,26.61538,34.15384,Pittsburgh Penguins,5,,7,6,0,0.492848,82,235,2.86585,249,3.03658,28,7,0.862385,0.840979,0.61585,101,0.147239,0.171779,39,28.65853,32.78048,,47,33,8,0.4375,1.9375,1.9375,0.14634146341463414
132,0.461538,6,19,3.16666,11,1.83333,4,,0.807692,0.807693,0.33333,4,0.133333,0.133333,2,20092010,40.83333,24.83333,Colorado Avalanche,21,,2,1,0,0.477398,82,228,2.78048,237,2.89024,30,9,0.828382,0.801981,0.57926,95,0.151612,0.180645,36,32.06097,27.89024,,43,34,7,0.125,0.25,0.5,0.18292682926829268
133,0.507669,22,62,2.81818,78,3.54545,6,,0.877777,0.833334,0.72727,32,0.2,0.225,16,20092010,29.63636,31.81818,Chicago Blackhawks,16,,16,13,0,0.523958,82,203,2.4756,262,3.19512,22,8,0.901886,0.852831,0.68292,112,0.163265,0.17687,43,25.09756,34.12195,,52,37,9,1.0,0.5625,0.5625,0.2682926829268293
134,0.471751,6,17,2.83333,15,2.5,4,,0.869565,0.826087,0.33333,4,0.0,0.037037,2,20092010,30.0,27.66666,Nashville Predators,18,,2,2,0,0.491894,82,221,2.69512,217,2.64634,29,6,0.790697,0.771318,0.60975,100,0.143356,0.164335,39,29.21951,30.58536,,47,33,8,0.125,0.1875,0.25,0.21951219512195122
135,0.544061,13,37,2.84615,36,2.76923,6,,0.9,0.9,0.53846,14,0.244444,0.244444,7,20092010,31.53846,31.84615,Boston Bruins,6,,7,5,0,0.526077,82,191,2.32926,196,2.39024,30,13,0.886029,0.863971,0.55487,91,0.150943,0.166037,29,29.81707,31.69512,,39,25,10,0.4375,0.625,0.625,0.18292682926829268
136,0.44972,6,16,2.66666,15,2.5,4,,0.727272,0.727273,0.33333,4,0.0,0.0,2,20092010,34.16666,32.33333,Buffalo Sabres,7,,2,2,0,0.486387,82,201,2.45121,231,2.81707,27,10,0.880281,0.866198,0.60975,100,0.166134,0.175718,41,31.37804,31.56097,,45,35,4,0.125,0.5625,1.25,0.17073170731707318
137,0.5,12,33,2.75,43,3.58333,7,,0.8125,0.8125,0.41666,10,0.192982,0.210526,5,20092010,32.25,34.75,Detroit Red Wings,17,,5,5,0,0.510917,82,207,2.52439,223,2.71951,24,14,0.868913,0.838952,0.62195,102,0.188925,0.192182,38,29.42682,33.37804,,44,33,6,0.3125,2.5625,2.6875,0.2804878048780488
138,0.450127,6,25,4.16666,18,3.0,4,,0.75,0.75,0.33333,4,0.384615,0.384615,2,20092010,31.16666,27.66666,Los Angeles Kings,26,,2,1,0,0.506107,82,211,2.57317,231,2.81707,27,9,0.815789,0.802632,0.61585,101,0.188925,0.208469,36,27.56097,29.13414,,46,32,10,0.125,0.0,0.0,0.23170731707317074
139,0.483069,7,26,3.71428,18,2.57142,4,,0.794117,0.764706,0.42857,6,0.181818,0.181818,3,20092010,36.71428,31.57142,Phoenix Coyotes,27,,3,3,0,0.499561,82,196,2.39024,211,2.57317,25,7,0.854889,0.845426,0.65243,107,0.124203,0.146496,36,29.59756,30.51219,,50,31,14,0.1875,0.0,0.0,0.25609756097560976
140,0.54076,12,41,3.41666,43,3.58333,6,,0.685185,0.685186,0.5,12,0.18,0.22,6,20092010,30.91666,29.83333,Vancouver Canucks,23,,6,5,0,0.513718,82,218,2.65853,268,3.26829,28,5,0.84375,0.815625,0.62804,103,0.190769,0.20923,45,29.5,30.90243,,49,41,4,0.375,0.6875,0.6875,0.25609756097560976
141,0.503472,5,15,3.0,9,1.8,4,,0.75862,0.724138,0.2,2,0.125,0.125,1,20092010,25.2,27.0,New Jersey Devils,1,,1,1,0,0.494344,82,186,2.26829,216,2.63414,27,7,0.85774,0.828452,0.62804,103,0.168498,0.186813,42,26.9878,29.9878,,48,40,6,0.0625,0.5625,0.875,0.21951219512195122
142,0.478596,23,61,2.65217,76,3.30434,9,,0.863157,0.852632,0.60869,28,0.2,0.219047,14,20092010,29.21739,28.08695,Philadelphia Flyers,4,,14,11,0,0.500725,82,222,2.70731,232,2.82926,35,6,0.847761,0.829851,0.53658,88,0.189274,0.214511,37,28.60975,31.57317,,41,35,4,0.875,0.6875,0.8125,0.14634146341463414
143,0.526757,15,41,2.73333,41,2.73333,7,,0.836734,0.816327,0.53333,16,0.197183,0.197183,8,20092010,29.06666,36.46666,San Jose Sharks,28,,8,5,0,0.556118,82,209,2.54878,257,3.13414,20,11,0.874617,0.850153,0.68902,113,0.181229,0.210355,44,31.35365,31.7317,,51,43,7,0.5,0.875,1.25,0.2804878048780488
