,faceoffWinPct,gamesPlayed,goalsAgainst,goalsAgainstPerGame,goalsFor,goalsForPerGame,losses,otLosses,penaltyKillNetPct,penaltyKillPct,pointPct,points,powerPlayNetPct,powerPlayPct,regulationAndOtWins,seasonId,shotsAgainstPerGame,shotsForPerGame,teamFullName,teamId,ties,wins,winsInRegulation,winsInShootout,playoffScore,last5PlayoffScore,winRateAgainst500Teams
26,0.467191,6,20,3.33333,19,3.16666,4,,1.0,1.0,0.33333,4,0.291666,0.291666,2,20212022,33.16666,30.33333,Washington Capitals,15,,2,2,0,0.125,1.8125,0.2073170731707317
33,0.485572,16,59,3.6875,65,4.0625,8,,0.877192,0.824562,0.5,16,0.24,0.26,8,20212022,38.875,34.0,Edmonton Oilers,22,,8,7,0,0.5,0.5,0.2804878048780488
155,0.55608,14,40,2.85714,37,2.64285,7,,0.78,0.74,0.5,14,0.111111,0.129629,7,20212022,29.28571,31.5,Carolina Hurricanes,12,,7,6,0,0.4375,1.0625,0.3048780487804878
110,0.439484,20,58,2.9,62,3.1,10,,0.836363,0.8,0.5,20,0.267857,0.321428,10,20212022,37.8,31.3,New York Rangers,3,,10,9,0,0.625,0.375,0.24390243902439024
133,0.47833,20,55,2.75,85,4.25,4,,0.839285,0.803572,0.8,32,0.327868,0.327868,16,20212022,27.9,39.05,Colorado Avalanche,21,,16,11,0,1.0,1.5,0.3048780487804878
238,0.496212,4,21,5.25,9,2.25,4,,0.5625,0.5625,0.0,0,0.153846,0.230769,0,20212022,44.0,28.0,Nashville Predators,18,,0,0,0,0.0,1.625,0.23170731707317074
139,0.488584,7,24,3.42857,20,2.85714,4,,0.888888,0.861112,0.42857,6,0.206896,0.206896,3,20212022,29.42857,32.42857,Boston Bruins,6,,3,3,0,0.1875,2.0625,0.21951219512195122
180,0.524369,10,32,3.2,23,2.3,6,,0.717948,0.717949,0.4,8,0.032258,0.032258,4,20212022,30.8,35.3,Florida Panthers,13,,4,2,0,0.25,0.1875,0.2682926829268293
140,0.524361,7,15,2.14285,14,2.0,4,,0.916666,0.916667,0.42857,6,0.083333,0.083333,3,20212022,41.0,27.85714,Dallas Stars,25,,3,3,0,0.1875,1.375,0.25609756097560976
179,0.568807,7,28,4.0,29,4.14285,4,,0.736842,0.684211,0.42857,6,0.173913,0.260869,3,20212022,38.57142,44.28571,Pittsburgh Penguins,5,,3,2,0,0.1875,1.5625,0.1951219512195122
203,0.565947,7,23,3.28571,24,3.42857,4,,0.848484,0.787879,0.42857,6,0.107142,0.142857,3,20212022,30.71428,30.85714,Toronto Maple Leafs,10,,3,3,0,0.1875,0.8125,0.3048780487804878
30,0.489552,23,61,2.65217,67,2.91304,9,,0.79452,0.780822,0.60869,28,0.160493,0.19753,14,20212022,32.7826,31.08695,Tampa Bay Lightning,14,,14,13,0,0.875,2.8125,0.23170731707317074
16,0.518569,12,39,3.25,35,2.91666,7,,0.886363,0.863637,0.41666,10,0.09756,0.121951,5,20212022,30.41666,39.66666,Calgary Flames,20,,5,4,0,0.3125,0.375,0.25609756097560976
256,0.512953,6,16,2.66666,15,2.5,4,,0.84,0.8,0.33333,4,0.0,0.055555,2,20222023,35.0,29.0,New York Islanders,2,,2,2,0,0.125,1.75,0.2073170731707317
184,0.554179,11,35,3.18181,33,3.0,6,,0.733333,0.733334,0.45454,10,0.25,0.25,5,20222023,31.81818,32.54545,Toronto Maple Leafs,10,,5,2,0,0.3125,0.875,0.32926829268292684
207,0.504119,22,57,2.5909,88,4.0,6,,0.733333,0.716667,0.72727,32,0.19178,0.219178,16,20222023,32.04545,30.0909,Vegas Golden Knights,54,,16,13,0,1.0,2.375,0.3048780487804878
268,0.491909,5,19,3.8,14,2.8,4,,0.8125,0.8125,0.2,2,0.416666,0.416666,1,20222023,31.8,30.8,Winnipeg Jets,52,,1,1,0,0.0625,1.0,0.2682926829268293
278,0.55575,19,61,3.21052,59,3.10526,9,,0.84,0.82,0.52631,20,0.288461,0.307692,10,20222023,29.26315,30.63157,Dallas Stars,25,,10,9,0,0.625,1.5625,0.2682926829268293
243,0.43599,14,45,3.21428,44,3.14285,7,,0.885714,0.828572,0.5,14,0.114285,0.142857,7,20222023,30.57142,29.14285,Seattle Kraken,55,,7,5,0,0.4375,0.0,0.24390243902439024
328,0.549751,7,18,2.57142,19,2.71428,4,,0.904761,0.857143,0.42857,6,0.055555,0.111111,3,20222023,30.0,33.28571,Colorado Avalanche,21,,3,3,0,0.1875,2.5,0.2926829268292683
152,0.492668,15,38,2.53333,46,3.06666,7,,0.931818,0.84091,0.53333,16,0.137254,0.17647,8,20222023,28.86666,36.0,Carolina Hurricanes,12,,8,5,0,0.5,1.5,0.2804878048780488
348,0.485488,7,17,2.42857,17,2.42857,4,,0.833333,0.833334,0.42857,6,0.107142,0.178571,3,20222023,29.42857,27.85714,New York Rangers,3,,3,3,0,0.1875,0.625,0.2926829268292683
194,0.451704,21,69,3.28571,62,2.95238,8,,0.732394,0.704226,0.61904,26,0.157894,0.210526,13,20222023,35.66666,31.5238,Florida Panthers,13,,13,6,0,0.8125,0.4375,0.21951219512195122
88,0.437017,6,21,3.5,14,2.33333,4,,0.625,0.625,0.33333,4,0.136363,0.181818,2,20222023,31.66666,30.66666,Minnesota Wild,30,,2,1,0,0.125,0.4375,0.23170731707317074
195,0.532751,12,41,3.41666,30,2.5,7,,0.9,0.825,0.41666,10,0.083333,0.166666,5,20222023,29.25,28.16666,New Jersey Devils,1,,5,4,0,0.3125,0.0625,0.25609756097560976
297,0.517006,12,42,3.5,44,3.66666,6,,0.777777,0.755556,0.5,12,0.435897,0.461538,6,20222023,31.5,34.25,Edmonton Oilers,22,,6,5,0,0.375,0.5625,0.3048780487804878
13,0.53796,7,26,3.71428,27,3.85714,4,,0.85,0.75,0.42857,6,0.37037,0.407407,3,20222023,32.28571,35.57142,Boston Bruins,6,,3,3,0,0.1875,2.125,0.4268292682926829
101,0.456989,6,25,4.16666,20,3.33333,4,,0.5,0.4375,0.33333,4,0.333333,0.333333,2,20222023,35.33333,33.5,Los Angeles Kings,26,,2,0,0,0.125,0.1875,0.25609756097560976
116,0.487738,6,23,3.83333,21,3.5,4,,0.714285,0.714286,0.33333,4,0.238095,0.238095,2,20222023,30.66666,32.66666,Tampa Bay Lightning,14,,2,2,0,0.125,3.6875,0.2682926829268293
253,0.511409,24,62,2.58333,73,3.04166,8,,0.906666,0.88,0.66666,32,0.123456,0.185185,16,20232024,25.25,30.91666,Florida Panthers,13,,16,14,0,1.0,1.25,0.25609756097560976
143,0.493333,5,22,4.4,13,2.6,4,,0.55,0.55,0.2,2,0.0,0.0,1,20232024,31.0,29.0,Los Angeles Kings,26,,1,0,0,0.0625,0.3125,0.18292682926829268
63,0.555555,5,28,5.6,15,3.0,4,,0.625,0.625,0.2,2,0.153846,0.230769,1,20232024,37.0,28.0,Winnipeg Jets,52,,1,1,0,0.0625,0.5,0.2926829268292683
59,0.465561,13,31,2.38461,31,2.38461,7,,0.857142,0.857143,0.46153,12,0.181818,0.212121,6,20232024,32.15384,24.84615,Boston Bruins,6,,6,5,0,0.375,2.0,0.2804878048780488
337,0.507723,16,42,2.625,47,2.9375,6,,0.947368,0.842106,0.625,20,0.24,0.24,10,20232024,32.9375,25.75,New York Rangers,3,,10,6,0,0.625,0.8125,0.25609756097560976
308,0.47319,25,65,2.6,86,3.44,10,,0.985714,0.942858,0.6,30,0.293333,0.293333,15,20232024,25.08,28.4,Edmonton Oilers,22,,15,13,0,0.9375,0.9375,0.21951219512195122
150,0.484777,7,16,2.28571,16,2.28571,4,,0.785714,0.714286,0.42857,6,0.25,0.25,3,20232024,28.57142,27.0,Vegas Golden Knights,54,,3,3,0,0.1875,2.5625,0.25609756097560976
198,0.444954,4,15,3.75,7,1.75,4,,0.625,0.625,0.0,0,0.0,0.117647,0,20232024,26.0,25.25,Washington Capitals,15,,0,0,0,0.0,0.5,0.1951219512195122
262,0.459574,11,37,3.36363,43,3.90909,5,,0.766666,0.733334,0.54545,12,0.3,0.366666,6,20232024,28.63636,32.0909,Colorado Avalanche,21,,6,5,0,0.375,2.5625,0.24390243902439024
236,0.498583,6,13,2.16666,12,2.0,4,,0.846153,0.846154,0.33333,4,0.090909,0.090909,2,20232024,20.16666,25.0,Nashville Predators,18,,2,2,0,0.125,0.3125,0.24390243902439024
45,0.561881,7,18,2.57142,12,1.71428,4,,0.647058,0.647059,0.42857,6,0.047619,0.047619,3,20232024,27.57142,30.71428,Toronto Maple Leafs,10,,3,2,0,0.1875,1.0,0.23170731707317074
292,0.498412,5,19,3.8,12,2.4,4,,0.666666,0.666667,0.2,2,0.272727,0.272727,1,20232024,33.8,27.2,New York Islanders,2,,1,0,0,0.0625,1.875,0.21951219512195122
20,0.505882,11,32,2.90909,38,3.45454,5,,0.733333,0.733334,0.54545,12,0.138888,0.194444,6,20232024,26.63636,35.72727,Carolina Hurricanes,12,,6,6,0,0.375,2.0,0.23170731707317074
128,0.521591,19,48,2.52631,52,2.73684,9,,0.729729,0.675676,0.52631,20,0.155555,0.2,10,20232024,27.31578,27.94736,Dallas Stars,25,,10,8,0,0.625,2.1875,0.25609756097560976
122,0.489864,5,20,4.0,14,2.8,4,,0.846153,0.769231,0.2,2,0.15,0.2,1,20232024,32.0,27.0,Tampa Bay Lightning,14,,1,1,0,0.0625,3.125,0.23170731707317074
280,0.531413,13,36,2.76923,33,2.53846,6,,0.809523,0.809524,0.53846,14,0.138888,0.138888,7,20232024,27.15384,20.76923,Vancouver Canucks,23,,7,6,0,0.4375,0.625,0.2682926829268293
